Month,DayofMonth,DayOfWeek,DepTime,ArrTime,UniqueCarrier,FlightNum,TailNum,ElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
1,5,6,1505,1542,AQ,26,N828AL,37,23,0,0,HNL,OGG,100,3,11,0,,0
1,13,7,1501,1542,AQ,26,N843AL,41,22,0,-4,HNL,OGG,100,5,14,0,,0
1,24,4,1500,1534,AQ,26,N836AL,34,18,-8,-5,HNL,OGG,100,3,13,0,,0
1,11,5,1418,1450,AQ,26,N808AL,32,22,16,13,LIH,HNL,102,3,7,0,,0
1,12,6,1401,1433,AQ,26,N835AL,32,23,-1,-4,LIH,HNL,102,3,6,0,,0
1,15,2,1404,1434,AQ,26,N836AL,30,20,0,-1,LIH,HNL,102,4,6,0,,0
1,17,4,1356,1430,AQ,26,N835AL,34,20,-4,-9,LIH,HNL,102,4,10,0,,0
1,18,5,1405,1433,AQ,26,N843AL,28,20,-1,0,LIH,HNL,102,3,5,0,,0
1,19,6,1358,1428,AQ,26,N837AL,30,22,-6,-7,LIH,HNL,102,2,6,0,,0
1,20,7,1355,1426,AQ,26,N837AL,31,21,-8,-10,LIH,HNL,102,3,7,0,,0
1,22,2,1351,1427,AQ,26,N843AL,36,22,-7,-14,LIH,HNL,102,2,12,0,,0
1,29,2,1409,1440,AQ,26,N823AL,31,23,6,4,LIH,HNL,102,3,5,0,,0
1,31,4,1355,1431,AQ,26,N835AL,36,23,-3,-10,LIH,HNL,102,3,10,0,,0
1,2,3,1533,1624,AQ,30,N823AL,51,38,24,13,LIH,OGG,202,3,10,0,,0
1,6,7,1518,1602,AQ,30,N826AL,44,37,2,-2,LIH,OGG,202,3,4,0,,0
1,7,1,1518,1603,AQ,30,N823AL,45,35,3,-2,LIH,OGG,202,5,5,0,,0
1,9,3,1515,1603,AQ,30,N826AL,48,35,3,-5,LIH,OGG,202,7,6,0,,0
1,15,2,1511,1600,AQ,30,N828AL,49,35,0,-9,LIH,OGG,202,4,10,0,,0
1,16,3,1507,1549,AQ,30,N835AL,42,34,-11,-13,LIH,OGG,202,3,5,0,,0
1,25,5,1535,1619,AQ,30,N835AL,44,35,19,15,LIH,OGG,202,4,5,0,,0
1,28,1,1522,1611,AQ,30,N808AL,49,33,11,2,LIH,OGG,202,5,11,0,,0
1,2,3,1655,1733,AQ,31,N823AL,38,29,29,25,OGG,HNL,100,2,7,0,,0
1,3,4,1645,1715,AQ,31,N828AL,30,19,11,15,OGG,HNL,100,4,7,0,,0
1,7,1,1626,1658,AQ,31,N823AL,32,25,-6,-4,OGG,HNL,100,2,5,0,,0
1,13,7,1626,1659,AQ,31,N828AL,33,25,-5,-4,OGG,HNL,100,5,3,0,,0
1,15,2,1622,1651,AQ,31,N828AL,29,24,-13,-8,OGG,HNL,100,2,3,0,,0
1,18,5,1633,1705,AQ,31,N823AL,32,20,1,3,OGG,HNL,100,3,9,0,,0
1,22,2,1622,1651,AQ,31,N828AL,29,21,-13,-8,OGG,HNL,100,3,5,0,,0
1,23,3,1625,1657,AQ,31,N808AL,32,25,-7,-5,OGG,HNL,100,2,5,0,,0
1,24,4,1617,1649,AQ,31,N835AL,32,23,-15,-13,OGG,HNL,100,6,3,0,,0
1,25,5,1641,1709,AQ,31,N835AL,28,22,5,11,OGG,HNL,100,2,4,0,,0
1,27,7,1620,1651,AQ,31,N836AL,31,23,-13,-10,OGG,HNL,100,3,5,0,,0
1,31,4,1618,1647,AQ,31,N836AL,29,22,-17,-12,OGG,HNL,100,3,4,0,,0
1,3,4,758,837,AQ,32,N824AL,39,31,-6,-2,HNL,KOA,163,3,5,0,,0
1,9,3,800,844,AQ,32,N828AL,44,32,1,0,HNL,KOA,163,3,9,0,,0
1,13,7,756,836,AQ,32,N843AL,40,26,-7,-4,HNL,KOA,163,2,12,0,,0
1,14,1,802,842,AQ,32,N836AL,40,31,-1,2,HNL,KOA,163,2,7,0,,0
1,24,4,800,842,AQ,32,N836AL,42,30,-1,0,HNL,KOA,163,2,10,0,,0
1,2,3,908,950,AQ,33,N824AL,42,32,-5,-2,KOA,HNL,163,4,6,0,,0
1,5,6,908,955,AQ,33,N828AL,47,37,0,-2,KOA,HNL,163,3,7,0,,0
1,6,7,907,950,AQ,33,N837AL,43,29,-5,-3,KOA,HNL,163,4,10,0,,0
1,9,3,910,949,AQ,33,N828AL,39,32,-6,0,KOA,HNL,163,3,4,0,,0
1,16,3,907,946,AQ,33,N843AL,39,29,-9,-3,KOA,HNL,163,5,5,0,,0
1,19,6,901,940,AQ,33,N837AL,39,33,-15,-9,KOA,HNL,163,2,4,0,,0
1,27,7,900,939,AQ,33,N826AL,39,26,-16,-10,KOA,HNL,163,3,10,0,,0
1,29,2,905,945,AQ,33,N823AL,40,31,-10,-5,KOA,HNL,163,2,7,0,,0
1,6,7,1612,1701,AQ,488,N739AL,49,41,46,27,SNA,SAN,76,2,6,0,,0
1,1,2,2057,2312,AS,324,N306AS,135,112,14,5,SEA,SJC,697,7,16,0,,0
1,1,2,2011,2248,AS,511,N564AS,157,136,63,85,SAN,SEA,1050,7,14,0,,0
1,1,2,1221,1422,AS,729,N317AS,181,164,-16,0,TUS,SEA,1216,6,11,0,,0
1,1,2,613,815,AS,531,N755AS,122,96,-29,-17,SJC,SEA,697,7,19,0,,0
1,1,2,753,1125,AS,571,N320AS,152,124,22,33,SEA,DEN,1024,5,23,0,,0
1,1,2,741,1128,AS,728,N317AS,167,150,-11,1,SEA,TUS,1216,4,13,0,,0
1,1,2,1050,1329,AS,292,N319AS,159,131,28,19,SEA,LAX,954,10,18,0,,0
1,1,2,1639,1903,AS,485,N577AS,144,124,-22,-1,LAX,SEA,954,7,13,0,,0
1,1,2,1935,2130,AS,295,N315AS,115,90,2,13,SFO,SEA,679,8,17,0,,0
1,1,2,1116,1312,AS,392,N713AS,116,91,6,-6,PDX,OAK,543,14,11,0,,0
1,1,2,1118,1316,AS,334,N648AS,118,103,14,18,SEA,OAK,671,5,10,0,,0
1,1,2,1735,1923,AS,521,N778AS,168,148,17,18,DEN,PDX,992,3,17,0,,0
1,1,2,1414,1521,AS,332,N767AS,67,42,22,22,GEG,SEA,224,11,14,0,,0
1,1,2,1331,1654,AS,62,N785AS,143,115,29,-4,KTN,SEA,680,5,23,0,,0
1,1,2,1236,1432,AS,339,N779AS,116,97,-8,3,SJC,SEA,697,6,13,0,,0
1,1,2,2037,2226,AS,67,N708AS,109,80,21,22,JNU,ANC,571,3,26,0,,0
1,1,2,710,826,AS,355,N767AS,76,58,-23,-5,SNA,OAK,371,4,14,0,,0
1,1,2,1947,2120,AS,70,N799AS,93,80,-17,-5,ANC,JNU,571,3,10,0,,0
1,1,2,1820,2050,AS,670,N796AS,150,128,7,11,SEA,LAS,866,6,16,0,,0
1,1,2,1917,2300,AS,578,N754AS,163,133,33,22,SEA,DEN,1024,7,23,0,,0
1,1,2,1555,1833,AS,467,N754AS,158,135,18,27,PSP,SEA,987,9,14,0,,0
1,1,2,604,816,AS,236,N760AS,132,105,-11,-11,SEA,SFO,679,8,19,0,,0
1,1,2,1905,2000,AS,69,N755AS,115,92,-5,5,SEA,KTN,680,5,18,0,,0
1,1,2,1353,1542,AS,357,N648AS,109,90,2,8,OAK,SEA,671,10,9,0,,0
1,1,2,1432,1709,AS,596,N791AS,157,143,-11,-6,SEA,SNA,978,3,11,0,,0
1,1,2,630,917,AS,545,N783AS,167,146,-23,0,SAN,SEA,1050,5,16,0,,0
1,1,2,1253,1533,AS,118,N795AS,160,139,8,9,SEA,LAX,954,6,15,0,,0
1,1,2,1257,1348,AS,185,N799AS,51,40,-21,-13,ANC,FAI,261,2,9,0,,0
1,1,2,1630,1748,AS,346,N780AS,78,67,-12,-5,OAK,SNA,371,2,9,0,,0
1,1,2,848,1027,AS,313,N713AS,99,85,-10,2,SJC,PDX,569,4,10,0,,0
1,1,2,635,842,AS,388,N794AS,127,108,-5,-5,SEA,SJC,697,5,14,0,,0
1,1,2,2109,2228,AS,498,N788AS,79,64,-10,-7,SFO,PSP,421,4,11,0,,0
1,1,2,651,854,AS,351,N708AS,123,94,-14,-9,SFO,SEA,679,9,20,0,,0
1,1,2,1436,1530,AS,186,N799AS,54,44,-24,-14,FAI,ANC,261,3,7,0,,0
1,1,2,1821,2033,AS,498,N788AS,132,108,-3,-4,SEA,SFO,679,10,14,0,,0
1,1,2,1311,1638,AS,508,N778AS,147,123,1,-4,PDX,DEN,992,8,16,0,,0
1,1,2,2123,2218,AS,195,N784AS,55,41,-7,-3,ANC,FAI,261,6,8,0,,0
1,1,2,1213,1333,AS,340,N784AS,80,67,-7,0,OAK,SNA,371,4,9,0,,0
1,1,2,654,1117,B6,1060,N238JB,203,177,-16,-6,AUS,JFK,1522,13,13,0,,0
1,1,2,1730,2146,B6,1068,N265JB,196,170,-27,0,AUS,JFK,1522,9,17,0,,0
1,1,2,1133,1428,B6,1044,N184JB,115,99,-6,13,BNA,JFK,766,5,11,0,,0
1,1,2,2036,2214,B6,1219,N179JB,98,71,-2,-9,BOS,BUF,396,10,17,0,,0
1,1,2,902,1124,B6,1265,N216JB,142,126,-3,-8,BOS,CMH,640,4,12,0,,0
1,1,2,2044,2303,B6,491,N615JB,259,233,25,44,BOS,DEN,1754,7,19,0,,0
1,1,2,740,1121,B6,449,N565JB,221,200,10,0,BOS,FLL,1237,6,15,0,,0
1,1,2,1219,1557,B6,453,N615JB,218,202,57,39,BOS,FLL,1237,5,11,0,,0
1,1,2,1455,1853,B6,455,N649JB,238,208,28,0,BOS,FLL,1237,16,14,0,,0
1,1,2,1715,2107,B6,457,N592JB,232,208,22,-5,BOS,FLL,1237,8,16,0,,0
1,1,2,2022,5,B6,459,N509JB,223,204,30,2,BOS,FLL,1237,6,13,0,,0
1,1,2,620,810,B6,1251,N535JB,110,89,-10,-10,BOS,IAD,413,4,17,0,,0
1,1,2,2040,2326,B6,483,N608JB,346,318,-7,15,BOS,LAS,2381,8,20,0,,0
1,1,2,752,1129,B6,481,N648JB,397,368,6,-8,BOS,LGB,2602,8,21,0,,0
1,1,2,913,1236,B6,431,N659JB,203,186,8,-2,BOS,MCO,1121,7,10,0,,0
1,1,2,1257,1624,B6,435,N640JB,207,188,14,-3,BOS,MCO,1121,5,14,0,,0
1,1,2,1558,1948,B6,427,N587JB,230,204,32,-2,BOS,PBI,1197,5,21,0,,0
1,1,2,1055,1306,B6,1223,N206JB,131,113,11,0,BOS,RDU,612,2,16,0,,0
1,1,2,2123,2325,B6,1289,N231JB,122,98,50,38,BOS,RIC,474,3,21,0,,0
1,1,2,1049,1457,B6,1231,N519JB,248,224,37,-1,BOS,RSW,1249,8,16,0,,0
1,1,2,1153,1558,B6,469,N608JB,245,227,23,-7,BOS,RSW,1249,4,14,0,,0
1,1,2,1135,1403,B6,736,N516JB,208,197,-12,5,BQN,JFK,1576,3,8,0,,0
1,1,2,1445,1630,B6,1135,N267JB,105,61,25,0,BTV,JFK,267,5,39,0,,0
1,1,2,1854,2042,B6,147,N547JB,108,64,25,9,BTV,JFK,267,10,34,0,,0
1,1,2,1628,1823,B6,55,N550JB,115,64,20,-7,BTV,JFK,267,11,40,0,,0
1,1,2,700,832,B6,1210,N273JB,92,52,12,0,BUF,BOS,396,3,37,0,,0
1,1,2,1904,2056,B6,1218,N231JB,112,68,51,29,BUF,BOS,396,3,41,0,,0
1,1,2,547,724,B6,37,N651JB,97,57,7,-3,BUF,JFK,301,4,36,0,,0
1,1,2,1540,1855,B6,663,N597JB,195,158,25,0,BUF,MCO,1011,6,31,0,,0
1,1,2,658,1453,B6,350,N663JB,295,279,-22,-2,BUR,JFK,2465,3,13,0,,0
1,1,2,1042,1907,B6,352,N607JB,325,301,-1,-3,BUR,JFK,2465,10,14,0,,0
1,1,2,1321,1643,B6,509,N523JB,202,176,35,11,EWR,FLL,1065,8,18,0,,0
1,1,2,1805,2123,B6,511,N665JB,198,176,63,50,EWR,FLL,1065,5,17,0,,0
1,1,2,1922,2225,B6,547,N643JB,183,159,71,67,EWR,PBI,1024,5,19,0,,0
1,1,2,737,1103,B6,553,N510JB,206,181,-2,-8,EWR,RSW,1068,5,20,0,,0
1,1,2,1117,1410,B6,452,N595JB,173,141,-21,-3,FLL,BOS,1237,4,28,0,,0
1,1,2,1528,1823,B6,1120,N231JB,175,143,33,33,FLL,BUF,1166,7,25,0,,0
1,1,2,1816,2116,B6,510,N630JB,180,136,68,71,FLL,EWR,1065,7,37,0,,0
1,1,2,1055,1341,B6,584,N258JB,166,143,11,15,FLL,HPN,1098,5,18,0,,0
1,1,2,1945,2227,B6,586,N569JB,162,132,32,40,FLL,HPN,1098,16,14,0,,0
1,1,2,1734,1945,B6,319,N521JB,131,108,20,39,FLL,IAD,901,7,16,0,,0
1,1,2,957,1226,B6,114,N645JB,149,127,43,57,FLL,JFK,1069,7,15,0,,0
1,1,2,1243,1530,B6,12,N613JB,167,127,44,43,FLL,JFK,1069,4,36,0,,0
1,1,2,753,1024,B6,26,N563JB,151,133,24,38,FLL,JFK,1069,6,12,0,,0
1,1,2,1005,1233,B6,802,N589JB,148,126,-2,15,FLL,JFK,1069,8,14,0,,0
1,1,2,2147,2,B6,808,N561JB,135,120,6,32,FLL,JFK,1069,5,10,0,,0
1,1,2,559,830,B6,370,N665JB,151,128,-13,-1,FLL,LGA,1076,8,15,0,,0
1,1,2,949,1220,B6,372,N630JB,151,130,-20,-1,FLL,LGA,1076,6,15,0,,0
1,1,2,1304,1541,B6,376,N581JB,157,133,8,34,FLL,LGA,1076,5,19,0,,0
1,1,2,1840,2118,B6,378,N606JB,158,130,18,40,FLL,LGA,1076,5,23,0,,0
1,1,2,1931,2234,B6,271,N644JB,363,344,25,46,FLL,OAK,2575,5,14,0,,0
1,1,2,1715,1922,B6,1122,N281JB,127,97,57,60,FLL,RIC,805,3,27,0,,0
1,1,2,1209,1449,B6,562,N565JB,160,140,-21,-1,FLL,SWF,1119,4,16,0,,0
1,1,2,1827,2134,B6,1118,N197JB,187,151,29,27,FLL,SYR,1197,4,32,0,,0
1,1,2,754,1108,B6,591,N547JB,194,161,28,-1,HPN,MCO,972,8,25,0,,0
1,1,2,2113,27,B6,597,N503JB,194,171,47,18,HPN,MCO,972,6,17,0,,0
1,24,4,610,1158,CO,416,N17345,228,204,2,0,SFO,IAH,1635,6,18,0,,0
1,20,7,1220,1801,CO,1568,N76265,221,199,-11,-5,PHX,CLE,1737,8,14,0,,0
1,29,2,1606,1859,CO,146,N36280,173,127,171,161,IAH,ORD,925,5,41,0,,0
1,12,6,627,747,CO,1119,N17640,80,49,0,-3,BOS,EWR,200,13,18,0,,0
1,2,3,2120,2300,CO,425,N73259,100,62,35,50,EWR,CLE,404,6,32,0,,0
1,8,2,1135,1508,CO,34,N75853,153,123,10,-3,DEN,IAH,861,8,22,0,,0
1,31,4,1000,1147,CO,1451,N70352,107,80,-3,1,LGA,CLE,418,8,19,0,,0
1,21,1,1708,1924,CO,1793,N16339,196,166,26,14,CMH,IAH,986,16,14,0,,0
1,16,3,909,1023,CO,799,N57852,134,114,-7,12,IAH,DEN,861,8,12,0,,0
1,7,1,1009,1414,CO,1476,N59302,185,158,-8,-1,IAH,PHL,1324,4,23,0,,0
1,12,6,1149,1653,CO,726,N17344,184,165,-6,-1,ONT,IAH,1334,5,14,0,,0
1,12,6,657,1005,CO,475,N36272,248,220,-3,-3,SJU,EWR,1608,10,18,0,,0
1,10,4,751,1222,CO,332,N54711,211,173,7,-4,IAH,LGA,1416,5,33,0,,0
1,4,5,2014,2120,CO,1822,N33264,66,51,81,94,BWI,CLE,314,7,8,0,,0
1,14,1,1201,1502,CO,1478,N14655,181,158,-11,-4,EWR,SRQ,1034,5,18,0,,0
1,29,2,1657,1833,CO,1511,N23707,216,193,-11,-3,IAH,SNA,1347,5,18,0,,0
1,19,6,1507,1744,CO,155,N77303,157,135,-15,17,PBI,EWR,1024,8,14,0,,0
1,11,5,1133,1726,CO,171,N14605,293,129,166,42,MSP,EWR,1008,9,155,0,,0
1,25,5,1246,1719,CO,251,N14653,213,192,54,71,AUS,EWR,1504,6,15,0,,0
1,28,1,1848,2014,CO,469,N16650,146,128,-6,-2,JAX,IAH,817,5,13,0,,0
1,3,4,1755,1859,CO,1779,N12221,64,36,3,0,IAH,SAT,191,3,25,0,,0
1,27,7,754,1207,CO,776,N17663,193,175,-2,-6,IAH,PHL,1324,6,12,0,,0
1,31,4,1444,1956,CO,62,N24212,252,171,41,-1,IAH,EWR,1400,24,57,0,,0
1,16,3,2057,2230,CO,1459,N16703,213,188,-6,-3,IAH,SNA,1347,4,21,0,,0
1,7,1,1326,1535,CO,1160,N13624,129,103,-33,-4,ATL,EWR,745,9,17,0,,0
1,5,6,1059,1202,CO,178,N14655,63,45,15,8,SAT,IAH,191,5,13,0,,0
1,9,3,2000,2330,CO,1835,N14237,330,300,20,35,EWR,PHX,2133,4,26,0,,0
1,12,6,753,949,CO,191,N14601,176,149,-6,-7,MIA,IAH,964,6,21,0,,0
1,4,5,1851,2240,CO,462,N73283,409,365,75,66,EWR,SJC,2548,5,39,0,,0
1,20,7,2114,2229,CO,511,N24706,75,52,-6,-1,IAH,MFE,316,4,19,0,,0
1,3,4,725,952,CO,1777,N77303,207,183,-31,0,PHL,IAH,1324,7,17,0,,0
1,23,3,1719,2242,CO,529,N13716,203,177,-8,4,DEN,EWR,1605,11,15,0,,0
1,5,6,1544,1639,CO,6,N18223,55,34,-5,-1,IAH,SAT,191,3,18,0,,0
1,29,2,1217,1819,CO,1568,N76265,242,211,7,-8,PHX,CLE,1737,13,18,0,,0
1,30,3,1152,1636,CO,374,N14231,164,147,3,22,SAN,IAH,1303,4,13,0,,0
1,1,2,711,823,CO,1826,N17663,72,53,-12,-9,MFE,IAH,316,9,10,0,,0
1,24,4,741,1032,CO,1003,N59338,171,129,18,1,CLE,MCO,895,11,31,0,,0
1,18,5,718,834,CO,403,N36247,196,178,-12,-2,IAH,SAN,1303,2,16,0,,0
1,13,7,2104,2248,CO,1095,N14115,224,189,1,-1,IAH,LAX,1379,11,24,0,,0
1,22,2,2101,2220,CO,1415,N10323,79,42,12,-4,IAH,DFW,224,4,33,0,,0
1,5,6,1524,2212,CO,480,N13248,228,204,13,17,LAS,CLE,1825,8,16,0,,0
1,17,4,1926,2248,CO,1861,N54711,322,270,-2,1,EWR,SLC,1968,3,49,0,,0
1,8,2,748,1607,CO,1580,N37252,319,275,7,-2,SEA,EWR,2401,9,35,0,,0
1,29,2,726,849,CO,1750,N76355,83,64,-23,-4,CLE,LGA,418,6,13,0,,0
1,7,1,1155,1444,CO,411,N39343,229,201,-9,5,EWR,IAH,1400,9,19,0,,0
1,7,1,1714,2009,CO,311,N75410,235,198,-20,-1,EWR,IAH,1400,9,28,0,,0
1,7,1,947,1146,CO,1451,N14358,119,73,-4,-12,LGA,CLE,418,8,38,0,,0
1,13,7,2001,2321,CO,1501,N26210,200,158,14,-4,EWR,FLL,1065,7,35,0,,0
1,26,6,924,1208,CO,555,N13720,344,307,8,-6,CLE,SFO,2161,4,33,0,,0
1,22,2,1911,2152,CO,47,N19117,281,201,49,-4,IAH,LAX,1379,9,71,0,,0
1,3,4,1938,2100,CO,397,N37298,202,174,16,23,IAH,LAS,1222,7,21,0,,0
1,31,4,1800,2217,CO,632,N16648,197,167,97,115,IAH,LGA,1416,4,26,0,,0
1,16,3,1545,1919,CO,535,N14735,334,291,4,5,EWR,PHX,2133,6,37,0,,0
1,11,5,1748,1900,CO,236,N39728,72,54,-5,3,IAH,MFE,316,4,14,0,,0
1,22,2,1537,1920,CO,535,N13716,343,309,5,-3,EWR,PHX,2133,6,28,0,,0
1,23,3,652,1108,CO,543,N15712,196,155,0,-8,SLC,IAH,1195,14,27,0,,0
1,21,1,1717,2142,CO,351,N14609,205,187,-18,2,AUS,EWR,1504,8,10,0,,0
1,11,5,839,1136,CO,1145,N46625,117,96,-13,-6,ORD,EWR,719,10,11,0,,0
1,2,3,1930,2158,CO,175,N12327,148,124,-6,0,CLE,TPA,927,6,18,0,,0
1,1,2,1625,1753,DL,11,N154DL,88,63,-17,-5,ATL,MCO,403,3,22,0,,0
1,1,2,1502,1647,DL,20,N125DL,105,72,12,-3,TPA,ATL,406,13,20,0,,0
1,1,2,1521,1650,DL,25,N999DN,89,67,-17,1,ATL,DCA,547,6,16,0,,0
1,1,2,1154,1332,DL,28,N651DL,98,60,5,-6,MCO,ATL,403,18,20,0,,0
1,1,2,702,1505,DL,30,N696DA,303,280,-16,2,SEA,JFK,2421,7,16,0,,0
1,1,2,1047,1535,DL,38,N750AT,168,144,-7,-3,DEN,ATL,1199,10,14,0,,0
1,1,2,2113,2340,DL,41,N134DL,327,275,166,143,ATL,LAX,1946,29,23,0,,0
1,1,2,1338,1854,DL,48,N617DL,196,171,-1,3,SLC,CVG,1449,13,12,0,,0
1,1,2,1756,1924,DL,63,N683DA,88,63,-5,-4,ATL,MCO,403,9,16,0,,0
1,1,2,1410,1539,DL,66,N687DL,89,69,-1,5,MCO,ATL,403,8,12,0,,0
1,1,2,833,1537,DL,74,N834MH,244,219,-8,3,LAX,ATL,1946,10,15,0,,0
1,1,2,1730,1936,DL,75,N6712B,306,279,4,-5,ATL,LAX,1946,5,22,0,,0
1,1,2,1026,1847,DL,78,N655DL,321,294,19,45,LAX,JFK,2475,10,17,0,,0
1,1,2,1627,2033,DL,85,N6705Y,366,275,13,-3,JFK,SLC,1989,15,76,0,,0
1,1,2,1227,1504,DL,88,N924DL,157,125,-27,-3,FLL,JFK,1069,5,27,0,,0
1,1,2,700,1515,DL,98,N614DL,315,287,-7,0,SAN,JFK,2446,14,14,0,,0
1,1,2,1509,1637,DL,108,N704X,88,63,-8,4,MCO,ATL,403,15,10,0,,0
1,1,2,1752,1941,DL,109,N938DL,169,140,8,-3,ATL,SAT,874,9,20,0,,0
1,1,2,1001,1708,DL,118,N610DL,307,235,12,-4,SLC,JFK,1989,54,18,0,,0
1,1,2,1628,2051,DL,127,N3765,443,340,43,-2,JFK,SAN,2446,3,100,0,,0
1,1,2,714,1522,DL,132,N391DA,308,286,-8,4,LAX,JFK,2475,8,14,0,,0
1,1,2,1446,1722,DL,140,N702TW,156,110,-18,1,MCO,JFK,944,34,12,0,,0
1,1,2,654,1020,DL,401,N3761R,386,351,-9,-6,JFK,LAX,2475,8,27,0,,0
1,1,2,1257,2130,DL,416,N3739,333,306,-26,-3,SFO,JFK,2586,13,14,0,,0
1,1,2,1309,2127,DL,420,N3755D,318,288,12,28,SEA,JFK,2421,5,25,0,,0
1,1,2,2251,655,DL,422,N712TW,304,279,-20,-9,SEA,JFK,2421,4,21,0,,0
1,1,2,2344,737,DL,426,N3758Y,293,271,12,14,LAS,JFK,2248,10,12,0,,0
1,1,2,1149,1832,DL,428,N3731T,283,250,-24,-3,PHX,JFK,2153,10,23,0,,0
1,1,2,718,847,DL,450,N997DL,89,71,-13,-2,ATL,DCA,547,5,13,0,,0
1,1,2,814,947,DL,452,N958DL,93,71,-13,-6,ATL,DCA,547,5,17,0,,0
1,1,2,748,1000,DL,455,N949DL,132,96,7,-7,DCA,ATL,547,27,9,0,,0
1,1,2,953,1151,DL,457,N997DL,118,99,-7,-7,DCA,ATL,547,6,13,0,,0
1,1,2,1225,1351,DL,460,N916DE,86,65,-11,5,ATL,DCA,547,6,15,0,,0
1,1,2,1258,1508,DL,464,N903DE,70,45,104,100,VPS,ATL,264,8,17,0,,0
1,1,2,1418,1549,DL,464,N951DL,91,69,-12,-2,ATL,DCA,547,5,17,0,,0
1,1,2,1618,1749,DL,466,N926DL,91,68,-17,-2,ATL,DCA,547,6,17,0,,0
1,1,2,1949,2157,DL,471,N976DL,128,102,-1,-11,DCA,ATL,547,9,17,0,,0
1,1,2,715,1420,DL,482,N3750D,245,217,-3,-5,SAN,CVG,1865,11,17,0,,0
1,1,2,1649,1926,DL,484,N958DL,157,124,16,14,FLL,CVG,932,7,26,0,,0
1,1,2,2025,2215,DL,484,N958DL,110,63,50,30,CVG,BWI,430,12,35,0,,0
1,1,2,1729,1917,DL,496,N686DA,108,81,-9,-3,PBI,ATL,545,7,20,0,,0
1,1,2,1550,1855,DL,498,N673DL,245,212,-10,-7,STT,ATL,1599,9,24,0,,0
1,1,2,49,523,DL,502,N652DL,154,130,-10,-6,DEN,ATL,1199,6,18,0,,0
1,1,2,1343,1613,DL,509,N643DL,270,234,14,-2,ATL,SLC,1589,8,28,0,,0
1,1,2,1055,1256,DL,510,N625DL,121,94,-3,10,ATL,LGA,761,12,15,0,,0
1,1,2,1309,1516,DL,514,N649DL,127,103,12,24,ATL,LGA,761,12,12,0,,0
1,1,2,1350,1608,DL,516,N619DL,138,93,9,5,ATL,LGA,761,8,37,0,,0
1,1,2,1459,1739,DL,519,N665DN,160,132,-7,-1,LGA,ATL,761,6,22,0,,0
1,1,2,1546,1748,DL,520,N689DL,122,99,-23,1,ATL,LGA,761,8,15,0,,0
1,1,2,1652,1918,DL,522,N752AT,146,94,11,7,ATL,LGA,761,15,37,0,,0
2,2,6,1355,1504,WN,1230,N414WN,69,49,-6,0,RNO,LAS,345,12,8,0,,0
2,2,6,1128,1238,WN,1621,N703SW,70,55,-2,-2,RNO,LAS,345,8,7,0,,0
2,2,6,1241,1349,WN,1093,N308SA,68,55,-16,-4,RNO,LAX,390,5,8,0,,0
2,2,6,1025,1124,WN,3153,N710SW,59,48,9,10,RNO,OAK,180,3,8,0,,0
2,2,6,1617,1745,WN,1752,N275WN,88,73,0,2,RNO,PDX,444,5,10,0,,0
2,2,6,1313,1555,WN,459,N382SW,102,87,10,8,RNO,PHX,601,7,8,0,,0
2,2,6,1729,1955,WN,3421,N284WN,86,76,-20,-6,RNO,PHX,601,4,6,0,,0
2,2,6,1822,1927,WN,743,N748SW,65,53,57,52,RNO,SJC,188,4,8,0,,0
2,2,6,1111,1209,WN,3661,N399WN,58,47,-6,-4,RNO,SJC,188,3,8,0,,0
2,2,6,1602,1812,WN,707,N496WN,130,114,-8,2,RSW,BWI,919,5,11,0,,0
2,2,6,635,713,WN,1424,N298WN,38,25,-12,-5,RSW,MCO,133,6,7,0,,0
2,2,6,712,859,WN,1563,N550WN,167,151,-16,-8,RSW,MDW,1105,4,12,0,,0
2,2,6,1535,1953,WN,676,N262WN,138,128,-22,0,SAN,AUS,1164,4,6,0,,0
2,2,6,1021,1547,WN,983,N736SA,206,191,-3,11,SAN,BNA,1751,4,11,0,,0
2,2,6,1507,2032,WN,1689,N282WN,205,189,-18,-3,SAN,BNA,1751,5,11,0,,0
2,2,6,1543,1659,WN,1099,N763SW,76,52,4,-2,SAN,LAS,258,16,8,0,,0
2,2,6,1721,1832,WN,1626,N680AA,71,54,2,1,SAN,LAS,258,3,14,0,,0
2,2,6,1411,1520,WN,2724,N283WN,69,58,10,11,SAN,LAS,258,3,8,0,,0
2,2,6,1158,1308,WN,3503,N615SW,70,51,-2,3,SAN,LAS,258,11,8,0,,0
2,2,6,1320,1844,WN,1141,N484WN,204,187,-31,0,SAN,MDW,1728,5,12,0,,0
2,2,6,935,1105,WN,1116,N482WN,90,79,0,0,SAN,OAK,446,3,8,0,,0
2,2,6,1621,1801,WN,1768,N313SW,100,87,11,1,SAN,OAK,446,5,8,0,,0
2,2,6,1717,1858,WN,3400,N477WN,101,86,8,-3,SAN,OAK,446,4,11,0,,0
2,2,6,1607,1814,WN,138,N335SW,67,50,-6,-3,SAN,PHX,304,5,12,0,,0
2,2,6,1401,1604,WN,174,N610WN,63,47,-1,6,SAN,PHX,304,4,12,0,,0
2,2,6,728,923,WN,586,N787SA,55,44,-12,-2,SAN,PHX,304,4,7,0,,0
